customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment,segment_description
CUST_02538,38,9,5952.73,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02539,32,11,4585.139999999999,3,4,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02540,35,9,5190.46,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02541,159,11,10787.13,1,4,5,10,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02542,174,8,7346.47,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02543,41,14,7163.1,3,5,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02544,20,8,5568.91,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02545,54,11,9777.34,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02546,45,9,6666.58,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02547,8,10,9605.04,5,3,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02548,24,10,10306.77,4,3,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02549,7,5,2958.7999999999997,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02550,387,5,4297.13,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02551,25,7,4478.4,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02552,38,9,5654.23,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02553,9,11,13061.69,5,4,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02554,33,13,4882.02,3,5,1,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02555,394,6,4502.93,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02556,38,10,10683.14,3,3,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02557,32,12,9513.07,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02558,64,8,9115.84,2,2,4,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02559,44,12,9343.1,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02560,30,12,11517.47,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02561,45,6,3655.8199999999997,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02562,177,8,1124.9,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02563,49,10,3249.24,2,3,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02564,13,9,6941.38,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02565,20,5,4436.2300000000005,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02566,5,11,5237.96,5,4,2,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02567,24,12,8406.130000000001,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02568,58,9,11791.05,2,3,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02569,9,12,9888.289999999999,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02570,27,11,10792.29,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02571,35,9,3745.7799999999997,3,3,1,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02572,30,11,7874.63,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02573,26,11,8043.91,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02574,1,14,11674.31,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02575,51,12,8775.7,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02576,125,9,8527.39,1,3,4,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02577,46,12,7488.82,2,4,3,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02578,71,8,6708.41,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02579,27,8,5575.21,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02580,145,4,3950.41,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02581,23,9,4496.98,4,3,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02582,1,17,13195.67,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02583,27,8,7584.21,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02584,29,7,5424.69,3,1,2,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02585,22,11,8200.69,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02586,23,11,7844.93,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02587,11,6,2573.4700000000003,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02588,100,10,7247.63,1,3,3,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02589,129,9,5436.71,1,3,2,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02590,116,10,9079.74,1,3,4,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02591,48,19,11934.36,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02592,30,10,7272.6,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02593,14,11,10266.970000000001,4,4,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02594,5,10,9839.789999999999,5,3,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02595,84,10,6824.38,1,3,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02596,345,7,3620.94,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02597,61,15,11573.09,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02598,33,11,8303.3,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02599,16,8,6477.75,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02600,15,13,10376.76,4,5,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02601,65,9,5858.43,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02602,11,2,1207.4,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02603,58,10,4947.66,2,3,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02604,26,9,7252.8,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02605,139,7,6792.24,1,1,3,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02606,37,11,9273.86,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02607,44,14,13945.460000000001,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02608,2,19,15570.369999999999,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02609,11,10,7924.18,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02610,136,8,6333.39,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02611,5,9,9138.31,5,3,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02612,11,9,4133.37,5,3,1,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02613,34,9,9443.16,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02614,29,8,6402.290000000001,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02615,23,11,6348.780000000001,4,4,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02616,33,17,13287.619999999999,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02617,38,14,13430.17,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02618,22,8,2995.52,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02619,142,6,3963.7200000000003,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02620,20,10,7696.11,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02621,137,5,4600.33,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02622,30,13,15657.09,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02623,166,8,5536.68,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02624,22,9,7566.139999999999,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02625,25,9,6917.43,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02626,59,13,9846.32,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02627,31,16,12699.7,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02628,23,13,8138.87,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02629,38,10,8107.64,3,3,3,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02630,46,14,13869.8,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02631,388,5,3280.61,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02632,9,7,3186.38,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02633,62,7,5306.49,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02634,39,7,4589.57,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02635,66,11,9554.03,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02636,2,10,7373.9,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02637,32,15,13342.75,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02638,37,9,9100.83,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02639,24,11,10337.17,4,4,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02640,1,12,10503.55,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02641,6,12,9883.91,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02642,25,6,5412.82,4,1,2,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02643,2,14,11908.02,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02644,26,8,8893.93,3,2,4,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02645,9,6,5041.74,5,1,2,8,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02646,144,8,3970.67,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02647,31,13,7217.23,3,5,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02648,53,5,3732.77,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02649,4,12,11932.33,5,4,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02650,3,14,7520.12,5,5,3,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02651,21,10,7780.52,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02652,5,7,2984.8900000000003,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02653,6,11,7782.85,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02654,77,7,6707.2,2,1,3,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02655,51,12,9137.859999999999,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02656,47,7,3924.71,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02657,81,8,7002.1900000000005,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02658,34,11,7890.629999999999,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02659,42,7,5822.4,3,1,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02660,149,12,5891.45,1,4,2,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02661,138,12,9914.4,1,4,4,9,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02662,270,7,4450.09,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02663,78,13,9361.31,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02664,150,10,3632.44,1,3,1,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02665,156,9,11453.92,1,3,5,9,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02666,32,12,7852.7,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02667,80,7,3624.7400000000002,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02668,5,8,5032.62,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02669,75,13,6143.74,2,5,2,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02670,1,15,11106.03,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02671,25,12,9641.86,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02672,121,10,4487.87,1,3,1,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02673,80,2,2140.02,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02674,19,5,3569.0,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02675,49,10,9797.5,2,3,4,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02676,46,10,6730.43,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02677,221,2,1162.05,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_02678,24,11,6741.76,4,4,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02679,25,6,3914.06,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02680,12,10,7193.5599999999995,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02681,4,11,7706.34,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02682,8,11,11286.44,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02683,2,14,9523.22,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02684,39,8,5108.14,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02685,86,10,7975.71,1,3,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02686,18,8,4202.860000000001,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02687,140,9,8491.16,1,3,4,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02688,6,7,6148.41,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02689,12,6,4351.34,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02690,32,12,11415.779999999999,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02691,10,9,3948.64,5,3,1,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02692,57,13,13477.72,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02693,13,9,8627.34,4,3,4,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02694,42,9,7426.38,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02695,17,17,11666.92,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02696,25,14,10317.48,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02697,87,6,2767.4900000000002,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02698,52,12,10793.85,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02699,44,11,9803.28,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02700,133,10,8166.89,1,3,4,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02701,26,11,9418.77,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02702,53,8,6905.7699999999995,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02703,29,7,4794.5599999999995,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02704,17,5,5074.01,4,1,2,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02705,62,5,4380.41,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02706,15,7,6374.36,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02707,8,11,7415.56,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02708,26,12,11221.92,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02709,75,12,10588.34,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02710,42,10,5135.03,3,3,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02711,165,7,5983.4,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02712,6,10,4826.82,5,3,1,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02713,27,9,7311.08,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02714,66,10,6919.8099999999995,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02715,152,5,5592.47,1,1,2,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02716,24,9,5369.219999999999,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02717,34,13,5275.74,3,5,2,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02718,206,7,5900.93,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02719,43,5,3023.27,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02720,30,13,8708.4,3,5,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02721,23,8,7834.97,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02722,27,8,6112.24,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02723,45,7,6448.549999999999,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02724,4,7,5886.62,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02725,32,8,6884.51,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02726,1,9,5169.4,5,3,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02727,24,8,7092.46,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02728,14,13,12693.5,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02729,47,14,12902.6,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02730,30,10,8174.91,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02731,62,9,9807.779999999999,2,3,4,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02732,2,12,10710.44,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02733,71,9,7666.139999999999,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02734,47,10,5711.91,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02735,38,9,7530.9,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02736,23,8,3765.1099999999997,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02737,29,11,9305.32,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02738,17,8,5095.28,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02739,4,11,8818.33,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02740,24,7,5698.83,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02741,107,8,4259.52,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02742,16,12,6468.17,4,4,2,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02743,10,12,6599.01,5,4,2,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02744,78,6,5656.55,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02745,66,11,6976.41,2,4,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02746,6,12,6584.21,5,4,2,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02747,9,12,13360.16,5,4,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02748,105,14,10205.74,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02749,13,13,11809.26,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02750,17,10,6305.67,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02751,54,7,4640.5,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02752,12,8,5816.72,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02753,90,7,7212.9,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02754,15,8,5423.4400000000005,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02755,7,14,9154.58,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02756,64,10,6467.5599999999995,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02757,59,9,3820.05,2,3,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02758,23,5,4027.9300000000003,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02759,25,11,5586.43,4,4,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02760,30,5,2965.35,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02761,20,9,9156.69,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02762,2,8,6992.57,5,2,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02763,4,12,10288.36,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02764,187,7,7341.65,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02765,15,13,8691.8,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02766,90,11,10969.75,1,4,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02767,26,10,8267.2,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02768,69,9,3687.68,2,3,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02769,21,11,6762.67,4,4,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02770,4,13,10663.99,5,5,5,15,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02771,6,13,9381.35,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02772,12,16,10849.29,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02773,80,4,4006.7400000000002,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02774,2,13,5326.29,5,5,2,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02775,2,10,7615.94,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02776,48,7,6178.04,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02777,50,12,9042.99,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02778,16,12,12581.32,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02779,18,8,3942.39,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_02780,72,11,9346.99,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02781,52,11,9051.41,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02782,38,7,7205.09,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02783,34,9,7114.02,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02784,22,9,6147.78,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02785,123,8,4376.85,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_02786,5,14,13104.960000000001,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_02787,44,11,7776.39,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02788,2,7,5311.11,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02789,9,11,10747.66,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02790,63,12,8491.82,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_02791,12,9,5311.6900000000005,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02792,90,10,4389.99,1,3,1,5,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02793,46,10,5943.11,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02794,88,10,6763.46,1,3,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_02795,60,11,10380.3,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
